product_id,product_name,category,brand,price,avg_rating,num_ratings,stock_quantity,discount_pct,is_featured,weight_kg
P0290,EcoLiving Electronics #290,Electronics,EcoLiving,195.01,3.9,298,104,0,0,0.84
P0291,UrbanStyle Clothing #291,Clothing,UrbanStyle,48.72,3.2,285,132,0,0,0.28
P0292,EcoLiving Sports #292,Sports,EcoLiving,63.42,5.0,121,168,15,0,0.71
P0293,PetLife Health #293,Health,PetLife,14.24,3.5,419,853,0,0,1.73
P0294,EcoLiving Pet Supplies #294,Pet Supplies,EcoLiving,29.24,4.1,384,442,0,0,1.79
P0295,PlayTime Home & Garden #295,Home & Garden,PlayTime,25.71,4.0,419,123,0,1,0.59
P0296,FitGear Software #296,Software,FitGear,41.59,1.9,267,250,0,0,0.47
P0297,FreshMarket Software #297,Software,FreshMarket,68.92,3.2,121,695,0,0,3.2
P0298,FreshMarket Health #298,Health,FreshMarket,98.5,4.3,285,364,40,0,1.46
P0299,WellBeing Home & Garden #299,Home & Garden,WellBeing,36.53,4.8,304,827,0,0,1.63
P0300,NovaTech Pet Supplies #300,Pet Supplies,NovaTech,16.5,3.9,97,20,50,0,3.42
P0301,PetLife Automotive #301,Automotive,PetLife,34.47,4.3,496,22,0,0,2.78
P0302,ClassicCo Sports #302,Sports,ClassicCo,34.82,2.9,206,775,0,0,2.36
P0303,UrbanStyle Pet Supplies #303,Pet Supplies,UrbanStyle,78.62,4.0,57,744,5,0,0.17
P0304,HomeEssentials Electronics #304,Electronics,HomeEssentials,90.37,3.1,382,89,0,0,0.55
P0305,PureBrand Sports #305,Sports,PureBrand,10.56,4.4,323,683,0,1,0.25
P0306,GlowUp Clothing #306,Clothing,GlowUp,69.94,4.0,30,207,0,0,3.76
P0307,FitGear Health #307,Health,FitGear,53.78,5.0,183,543,0,0,0.69
P0308,StyleMax Health #308,Health,StyleMax,35.87,3.8,50,739,0,0,0.46
P0309,NovaTech Software #309,Software,NovaTech,53.32,2.7,193,79,0,1,1.33
P0310,ReadMore Food & Grocery #310,Food & Grocery,ReadMore,17.78,4.1,26,995,5,0,1.83
P0311,PetLife Software #311,Software,PetLife,74.85,3.6,30,907,0,1,1.57
P0312,PlayTime Sports #312,Sports,PlayTime,30.0,4.6,408,307,0,0,1.0
P0313,FreshMarket Home & Garden #313,Home & Garden,FreshMarket,32.11,3.2,140,908,0,1,3.24
P0314,PetLife Software #314,Software,PetLife,30.25,4.8,366,536,10,0,0.7
P0315,ReadMore Clothing #315,Clothing,ReadMore,30.61,2.7,427,341,0,0,0.22
P0316,WorkSmart Jewelry #316,Jewelry,WorkSmart,129.3,5.0,342,873,0,0,0.66
P0317,SoundWave Sports #317,Sports,SoundWave,84.74,2.9,29,336,0,0,0.63
P0318,WellBeing Sports #318,Sports,WellBeing,42.13,3.2,410,428,0,0,1.86
P0319,SoundWave Electronics #319,Electronics,SoundWave,230.34,4.5,153,547,0,0,2.49
P0320,PureBrand Books #320,Books,PureBrand,14.32,5.0,337,214,10,0,0.46
P0321,ClassicCo Home & Garden #321,Home & Garden,ClassicCo,39.52,3.9,493,875,50,0,0.12
P0322,FitGear Food & Grocery #322,Food & Grocery,FitGear,7.73,2.7,27,865,5,0,7.06
P0323,PlayTime Beauty #323,Beauty,PlayTime,31.0,1.9,72,932,5,0,1.2
P0324,StyleMax Sports #324,Sports,StyleMax,73.0,4.8,417,867,30,1,0.13
P0325,WellBeing Electronics #325,Electronics,WellBeing,245.37,5.0,381,249,0,0,0.19
P0326,ShineOn Jewelry #326,Jewelry,ShineOn,81.4,4.9,470,583,0,0,1.24
P0327,ShineOn Clothing #327,Clothing,ShineOn,90.34,4.1,497,556,0,0,0.59
P0328,StyleMax Home & Garden #328,Home & Garden,StyleMax,131.08,3.4,35,803,0,0,3.43
P0329,EcoLiving Software #329,Software,EcoLiving,23.5,4.2,444,364,0,1,0.59
P0330,FitGear Jewelry #330,Jewelry,FitGear,49.73,4.1,99,532,0,0,0.92
P0331,ClassicCo Health #331,Health,ClassicCo,16.95,5.0,427,218,0,0,0.54
P0332,GlowUp Clothing #332,Clothing,GlowUp,70.64,4.4,315,524,0,0,0.87
P0333,DigiTools Sports #333,Sports,DigiTools,43.44,4.5,498,2,0,0,1.06
P0334,HomeEssentials Sports #334,Sports,HomeEssentials,51.48,3.9,490,14,5,0,3.8
P0335,GlowUp Clothing #335,Clothing,GlowUp,60.84,3.2,136,293,0,0,1.35
P0336,PlayTime Sports #336,Sports,PlayTime,49.71,3.8,260,702,0,0,1.08
P0337,WellBeing Food & Grocery #337,Food & Grocery,WellBeing,8.7,1.9,480,328,0,0,2.1
P0338,WellBeing Books #338,Books,WellBeing,8.66,3.8,388,686,0,0,3.7
P0339,WellBeing Office Supplies #339,Office Supplies,WellBeing,17.78,4.0,270,654,0,0,0.26
P0340,DigiTools Office Supplies #340,Office Supplies,DigiTools,29.85,3.4,357,298,20,0,0.51
P0341,PureBrand Sports #341,Sports,PureBrand,21.48,4.1,53,643,0,0,1.23
P0342,TechPro Pet Supplies #342,Pet Supplies,TechPro,19.59,4.7,362,409,5,0,1.0
P0343,WellBeing Office Supplies #343,Office Supplies,WellBeing,7.6,3.9,432,978,0,0,0.54
P0344,PureBrand Software #344,Software,PureBrand,79.26,3.9,218,18,25,0,0.14
P0345,TechPro Toys #345,Toys,TechPro,10.87,3.5,65,663,0,0,0.75
P0346,UrbanStyle Health #346,Health,UrbanStyle,15.67,3.6,49,827,40,0,1.45
P0347,DigiTools Automotive #347,Automotive,DigiTools,121.39,5.0,88,153,0,0,4.22
P0348,UrbanStyle Electronics #348,Electronics,UrbanStyle,144.85,3.4,292,977,0,0,1.03
P0349,FreshMarket Toys #349,Toys,FreshMarket,10.08,3.3,0,589,0,0,1.01
P0350,ShineOn Toys #350,Toys,ShineOn,32.57,4.6,499,565,0,0,0.46
P0351,WellBeing Food & Grocery #351,Food & Grocery,WellBeing,12.69,3.2,188,165,0,0,1.0
P0352,WorkSmart Jewelry #352,Jewelry,WorkSmart,237.32,4.7,245,596,0,0,0.61
P0353,DigiTools Clothing #353,Clothing,DigiTools,24.38,3.1,208,153,0,0,1.76
P0354,PetLife Health #354,Health,PetLife,21.32,3.8,345,403,0,0,1.58
P0355,PureBrand Books #355,Books,PureBrand,10.33,4.5,129,927,0,0,4.11
P0356,UrbanStyle Food & Grocery #356,Food & Grocery,UrbanStyle,19.58,2.8,432,233,0,0,1.33
P0357,UrbanStyle Food & Grocery #357,Food & Grocery,UrbanStyle,4.46,4.4,410,178,40,0,1.72
P0358,PetLife Music #358,Music,PetLife,14.96,4.5,379,6,0,0,0.25
P0359,GlowUp Food & Grocery #359,Food & Grocery,GlowUp,13.52,3.6,440,477,0,0,1.4
P0360,ShineOn Office Supplies #360,Office Supplies,ShineOn,35.77,4.8,380,733,5,0,2.09
P0361,FitGear Pet Supplies #361,Pet Supplies,FitGear,16.01,3.7,147,907,0,0,1.12
P0362,ReadMore Sports #362,Sports,ReadMore,56.84,3.9,337,105,40,0,0.96
P0363,PureBrand Home & Garden #363,Home & Garden,PureBrand,43.06,4.4,259,606,0,0,0.84
P0364,GlowUp Books #364,Books,GlowUp,7.96,4.8,342,161,40,0,5.19
P0365,FitGear Health #365,Health,FitGear,32.5,1.5,470,459,0,0,0.2
P0366,WellBeing Office Supplies #366,Office Supplies,WellBeing,17.07,2.1,38,262,0,0,3.51
P0367,HomeEssentials Toys #367,Toys,HomeEssentials,31.58,2.8,90,335,0,0,1.5
P0368,ClassicCo Toys #368,Toys,ClassicCo,65.77,4.5,473,519,25,0,0.61
P0369,ClassicCo Electronics #369,Electronics,ClassicCo,244.42,4.2,109,125,0,0,1.71
P0370,PetLife Home & Garden #370,Home & Garden,PetLife,58.76,2.5,244,871,0,0,1.51
P0371,WorkSmart Electronics #371,Electronics,WorkSmart,258.06,5.0,188,858,40,0,0.37
P0372,AutoParts Books #372,Books,AutoParts,10.15,4.3,414,257,50,0,2.89
P0373,TechPro Food & Grocery #373,Food & Grocery,TechPro,17.43,3.6,120,802,40,0,1.23
P0374,FreshMarket Music #374,Music,FreshMarket,12.66,4.2,77,652,0,0,0.46
P0375,PetLife Health #375,Health,PetLife,40.25,3.6,18,918,5,0,4.68
P0376,ShineOn Automotive #376,Automotive,ShineOn,69.92,4.9,155,756,5,0,1.84
P0377,FreshMarket Jewelry #377,Jewelry,FreshMarket,76.89,5.0,449,774,50,0,1.48
P0378,DigiTools Automotive #378,Automotive,DigiTools,173.18,5.0,423,509,0,0,2.84
P0379,WorkSmart Books #379,Books,WorkSmart,9.36,4.2,26,490,0,0,1.03
P0380,AutoParts Health #380,Health,AutoParts,43.47,3.9,488,227,0,0,2.38
P0381,PetLife Jewelry #381,Jewelry,PetLife,70.8,4.8,182,193,0,1,2.24
P0382,PureBrand Sports #382,Sports,PureBrand,76.46,5.0,67,534,0,0,0.58
P0383,PureBrand Home & Garden #383,Home & Garden,PureBrand,30.26,3.6,47,881,0,1,0.86
P0384,PetLife Office Supplies #384,Office Supplies,PetLife,16.5,5.0,145,500,0,0,0.63
P0385,HomeEssentials Automotive #385,Automotive,HomeEssentials,49.24,3.4,173,204,50,0,4.05
P0386,GlowUp Health #386,Health,GlowUp,75.01,3.4,318,586,0,0,0.23
P0387,FitGear Home & Garden #387,Home & Garden,FitGear,111.57,4.3,54,468,0,1,1.43
P0388,ClassicCo Sports #388,Sports,ClassicCo,34.25,3.2,255,247,0,0,3.94
P0389,UrbanStyle Automotive #389,Automotive,UrbanStyle,43.92,2.3,55,658,0,0,0.3
P0390,GlowUp Food & Grocery #390,Food & Grocery,GlowUp,9.37,3.6,310,341,0,0,1.07
P0391,HomeEssentials Sports #391,Sports,HomeEssentials,73.11,5.0,320,848,0,0,3.37
P0392,WorkSmart Office Supplies #392,Office Supplies,WorkSmart,22.62,2.3,343,810,0,0,0.7
P0393,PureBrand Beauty #393,Beauty,PureBrand,24.26,4.5,221,843,0,0,1.16
P0394,TechPro Beauty #394,Beauty,TechPro,52.06,3.8,211,923,40,1,0.81
P0395,PlayTime Automotive #395,Automotive,PlayTime,93.82,3.4,136,364,0,0,0.39
P0396,HomeEssentials Sports #396,Sports,HomeEssentials,32.21,3.1,463,735,0,0,0.69
P0397,ShineOn Food & Grocery #397,Food & Grocery,ShineOn,4.2,3.9,477,121,0,0,0.53
P0398,ClassicCo Books #398,Books,ClassicCo,41.59,3.6,51,726,0,0,0.21
P0399,ReadMore Clothing #399,Clothing,ReadMore,38.63,4.3,485,489,0,0,4.25
P0400,FreshMarket Health #400,Health,FreshMarket,10.57,5.0,276,350,0,0,1.56
P0401,PlayTime Automotive #401,Automotive,PlayTime,92.42,4.2,306,872,0,0,0.68
P0402,HomeEssentials Toys #402,Toys,HomeEssentials,10.77,3.3,337,364,5,0,0.62
P0403,PetLife Office Supplies #403,Office Supplies,PetLife,37.76,4.1,101,289,0,0,0.66
P0404,ReadMore Pet Supplies #404,Pet Supplies,ReadMore,45.79,3.3,470,645,0,0,0.47
P0405,PureBrand Pet Supplies #405,Pet Supplies,PureBrand,22.16,3.4,465,538,0,0,0.68
P0406,PlayTime Pet Supplies #406,Pet Supplies,PlayTime,14.32,3.3,204,783,0,0,0.4
P0407,FreshMarket Jewelry #407,Jewelry,FreshMarket,114.41,4.8,183,157,0,0,2.02
P0408,SoundWave Health #408,Health,SoundWave,63.98,4.7,449,991,0,0,0.16
P0409,NovaTech Home & Garden #409,Home & Garden,NovaTech,56.88,3.9,242,743,0,0,1.22
P0410,HomeEssentials Toys #410,Toys,HomeEssentials,20.66,2.6,135,336,0,1,0.41
P0411,FitGear Health #411,Health,FitGear,24.03,3.1,368,606,0,0,2.49
P0412,PureBrand Food & Grocery #412,Food & Grocery,PureBrand,10.07,3.8,8,3,0,0,0.84
P0413,TechPro Beauty #413,Beauty,TechPro,27.69,4.7,370,739,0,0,1.43
P0414,FitGear Food & Grocery #414,Food & Grocery,FitGear,9.36,1.4,329,50,30,0,0.54
P0415,UrbanStyle Books #415,Books,UrbanStyle,9.22,4.0,229,289,0,0,3.67
P0416,NovaTech Electronics #416,Electronics,NovaTech,456.5,4.5,275,803,0,0,0.29
P0417,DigiTools Health #417,Health,DigiTools,30.97,4.4,269,676,0,0,0.51
P0418,PetLife Music #418,Music,PetLife,13.79,4.4,121,533,0,0,0.37
P0419,HomeEssentials Food & Grocery #419,Food & Grocery,HomeEssentials,13.22,4.7,486,170,5,0,0.93
P0420,HomeEssentials Office Supplies #420,Office Supplies,HomeEssentials,22.53,3.6,250,755,0,0,1.09
P0421,TechPro Music #421,Music,TechPro,17.43,4.4,247,419,0,1,0.28
P0422,FitGear Automotive #422,Automotive,FitGear,45.24,2.3,304,653,40,0,0.35
P0423,UrbanStyle Books #423,Books,UrbanStyle,14.93,3.4,353,841,0,0,0.33
P0424,PlayTime Toys #424,Toys,PlayTime,26.88,4.1,234,994,0,0,0.23
P0425,ReadMore Home & Garden #425,Home & Garden,ReadMore,70.45,3.6,106,511,0,0,0.5
P0426,FitGear Toys #426,Toys,FitGear,28.53,3.0,205,607,15,0,5.68
P0427,AutoParts Food & Grocery #427,Food & Grocery,AutoParts,13.17,3.3,309,899,50,0,1.15
P0428,WorkSmart Sports #428,Sports,WorkSmart,29.24,4.3,123,457,0,0,0.52
P0429,ClassicCo Pet Supplies #429,Pet Supplies,ClassicCo,89.05,3.9,89,817,0,0,0.76
P0430,UrbanStyle Software #430,Software,UrbanStyle,62.73,4.0,74,748,0,1,0.21
P0431,PetLife Food & Grocery #431,Food & Grocery,PetLife,17.54,4.1,183,527,0,0,0.22
P0432,PureBrand Beauty #432,Beauty,PureBrand,40.71,4.0,390,972,0,0,0.42
P0433,NovaTech Toys #433,Toys,NovaTech,23.54,5.0,224,340,0,0,0.28
P0434,StyleMax Electronics #434,Electronics,StyleMax,121.28,4.9,153,956,5,0,2.36
P0435,TechPro Automotive #435,Automotive,TechPro,71.68,4.3,335,747,0,0,6.63
P0436,HomeEssentials Sports #436,Sports,HomeEssentials,30.96,3.6,395,563,25,0,2.37
P0437,WorkSmart Food & Grocery #437,Food & Grocery,WorkSmart,5.61,4.9,40,750,0,0,0.45
P0438,AutoParts Health #438,Health,AutoParts,99.34,5.0,470,275,0,0,1.01
P0439,ReadMore Automotive #439,Automotive,ReadMore,120.07,2.8,50,519,0,1,1.67
P0440,SoundWave Office Supplies #440,Office Supplies,SoundWave,21.02,3.7,361,718,30,0,1.49
P0441,WorkSmart Pet Supplies #441,Pet Supplies,WorkSmart,25.83,3.7,26,137,0,0,4.44
P0442,HomeEssentials Clothing #442,Clothing,HomeEssentials,60.97,3.2,150,988,10,0,0.3
P0443,EcoLiving Software #443,Software,EcoLiving,46.86,3.4,190,319,0,0,1.16
P0444,DigiTools Office Supplies #444,Office Supplies,DigiTools,14.64,3.5,98,746,0,0,0.95
P0445,ClassicCo Books #445,Books,ClassicCo,29.5,4.7,100,478,15,0,0.71
P0446,PureBrand Electronics #446,Electronics,PureBrand,125.82,2.9,181,867,0,0,0.21
P0447,HomeEssentials Automotive #447,Automotive,HomeEssentials,143.85,4.2,384,943,50,0,0.23
P0448,FitGear Office Supplies #448,Office Supplies,FitGear,20.13,3.2,245,110,0,0,3.63
P0449,PlayTime Automotive #449,Automotive,PlayTime,90.2,5.0,412,773,0,0,2.35
P0450,NovaTech Electronics #450,Electronics,NovaTech,166.55,4.1,404,570,0,0,0.32
P0451,WorkSmart Books #451,Books,WorkSmart,8.38,4.6,122,777,0,1,0.16
P0452,NovaTech Health #452,Health,NovaTech,24.01,3.9,223,897,0,0,1.03
P0453,FitGear Software #453,Software,FitGear,57.64,2.7,307,204,0,0,0.92
P0454,PlayTime Office Supplies #454,Office Supplies,PlayTime,12.83,3.4,138,850,50,0,0.2
P0455,ReadMore Pet Supplies #455,Pet Supplies,ReadMore,16.14,5.0,244,155,0,1,7.81
P0456,FreshMarket Music #456,Music,FreshMarket,25.57,4.3,148,315,0,0,3.46
P0457,UrbanStyle Books #457,Books,UrbanStyle,18.2,5.0,100,972,0,0,0.34
P0458,PlayTime Toys #458,Toys,PlayTime,12.92,5.0,36,195,0,0,3.71
P0459,ClassicCo Software #459,Software,ClassicCo,89.35,3.5,318,287,5,0,1.26
P0460,FitGear Health #460,Health,FitGear,65.37,3.0,240,773,40,0,2.06
P0461,TechPro Books #461,Books,TechPro,13.06,4.7,368,655,0,0,0.43
P0462,PetLife Books #462,Books,PetLife,6.31,4.6,33,823,0,0,1.86
P0463,NovaTech Books #463,Books,NovaTech,7.37,3.8,418,753,0,0,9.22
P0464,GlowUp Beauty #464,Beauty,GlowUp,22.42,2.6,478,237,20,0,3.26
P0465,EcoLiving Electronics #465,Electronics,EcoLiving,359.8,3.6,151,522,0,0,2.09
P0466,NovaTech Clothing #466,Clothing,NovaTech,48.14,3.9,487,59,0,0,0.16
P0467,GlowUp Clothing #467,Clothing,GlowUp,24.25,4.4,77,74,0,0,2.35
P0468,HomeEssentials Software #468,Software,HomeEssentials,103.12,3.2,265,784,0,1,1.58
P0469,ShineOn Clothing #469,Clothing,ShineOn,43.66,4.6,465,335,0,1,0.44
P0470,DigiTools Jewelry #470,Jewelry,DigiTools,133.8,4.6,215,493,0,0,0.72
P0471,AutoParts Software #471,Software,AutoParts,42.43,4.5,465,931,0,0,0.92
P0472,ShineOn Sports #472,Sports,ShineOn,19.03,4.2,101,699,0,1,1.71
P0473,FitGear Jewelry #473,Jewelry,FitGear,37.11,2.1,142,557,0,0,0.24
P0474,PlayTime Health #474,Health,PlayTime,22.9,4.1,321,551,0,0,1.05
P0475,HomeEssentials Health #475,Health,HomeEssentials,40.58,3.5,28,950,0,0,4.71
P0476,WellBeing Music #476,Music,WellBeing,22.22,4.3,119,363,0,0,1.71
P0477,PetLife Beauty #477,Beauty,PetLife,75.78,2.7,354,161,25,0,0.34
P0478,UrbanStyle Sports #478,Sports,UrbanStyle,49.3,2.2,66,923,30,1,1.31
P0479,TechPro Pet Supplies #479,Pet Supplies,TechPro,23.73,4.3,182,68,0,0,1.62
P0480,EcoLiving Office Supplies #480,Office Supplies,EcoLiving,12.26,3.1,278,851,0,0,0.13
P0481,UrbanStyle Food & Grocery #481,Food & Grocery,UrbanStyle,18.91,2.1,379,659,0,0,1.36
P0482,EcoLiving Jewelry #482,Jewelry,EcoLiving,185.33,3.2,260,192,0,0,1.02
P0483,SoundWave Software #483,Software,SoundWave,36.43,3.7,35,278,0,0,0.21
P0484,DigiTools Home & Garden #484,Home & Garden,DigiTools,56.36,4.9,295,399,0,0,6.78
P0485,ShineOn Electronics #485,Electronics,ShineOn,237.57,4.0,229,571,0,0,1.36
P0486,FitGear Pet Supplies #486,Pet Supplies,FitGear,16.65,3.3,197,506,0,0,0.81
P0487,WellBeing Electronics #487,Electronics,WellBeing,82.06,3.8,166,366,0,0,0.42
P0488,GlowUp Health #488,Health,GlowUp,37.48,4.4,408,546,20,0,1.12
P0489,ShineOn Beauty #489,Beauty,ShineOn,39.88,4.2,321,249,0,0,1.52
P0490,UrbanStyle Electronics #490,Electronics,UrbanStyle,125.15,4.6,17,1,0,0,3.78
P0491,NovaTech Jewelry #491,Jewelry,NovaTech,89.06,5.0,354,88,0,1,0.89
P0492,SoundWave Music #492,Music,SoundWave,50.4,4.0,145,340,0,0,0.26
P0493,PetLife Health #493,Health,PetLife,60.63,4.6,474,552,0,0,0.92
P0494,FitGear Health #494,Health,FitGear,44.94,2.1,225,111,0,1,0.92
P0495,GlowUp Sports #495,Sports,GlowUp,38.15,3.9,173,53,0,0,5.16
P0496,ReadMore Food & Grocery #496,Food & Grocery,ReadMore,16.42,2.7,61,767,50,0,1.34
P0497,DigiTools Clothing #497,Clothing,DigiTools,19.79,3.3,64,718,0,1,1.47
P0498,AutoParts Electronics #498,Electronics,AutoParts,189.77,3.6,370,486,0,0,0.58
P0499,PlayTime Office Supplies #499,Office Supplies,PlayTime,15.36,3.8,480,262,0,0,1.42
P0500,PetLife Sports #500,Sports,PetLife,72.6,3.5,198,624,0,0,0.43
P0501,ClassicCo Office Supplies #501,Office Supplies,ClassicCo,6.71,3.5,285,141,15,0,1.18
P0502,FreshMarket Office Supplies #502,Office Supplies,FreshMarket,70.02,4.5,477,10,0,0,2.21
P0503,WorkSmart Electronics #503,Electronics,WorkSmart,160.02,4.1,466,830,40,0,0.99
P0504,FreshMarket Software #504,Software,FreshMarket,111.84,3.9,344,764,0,0,3.01
P0505,GlowUp Jewelry #505,Jewelry,GlowUp,129.19,4.0,415,901,20,0,4.02
P0506,AutoParts Electronics #506,Electronics,AutoParts,234.75,3.8,258,827,50,0,3.11
P0507,StyleMax Pet Supplies #507,Pet Supplies,StyleMax,28.12,4.6,245,126,5,0,1.06
P0508,StyleMax Home & Garden #508,Home & Garden,StyleMax,62.24,3.9,219,57,0,0,0.39
P0509,PlayTime Food & Grocery #509,Food & Grocery,PlayTime,9.41,5.0,44,951,50,0,0.37
P0510,EcoLiving Food & Grocery #510,Food & Grocery,EcoLiving,14.8,4.2,303,883,0,0,1.72
P0511,WellBeing Home & Garden #511,Home & Garden,WellBeing,54.19,4.6,149,469,15,0,1.31
P0512,AutoParts Food & Grocery #512,Food & Grocery,AutoParts,15.76,3.5,358,565,0,0,0.94
P0513,StyleMax Food & Grocery #513,Food & Grocery,StyleMax,14.73,4.2,349,119,0,0,0.59
P0514,StyleMax Sports #514,Sports,StyleMax,40.9,4.6,161,217,5,0,1.01
P0515,PureBrand Automotive #515,Automotive,PureBrand,62.15,4.2,367,369,50,0,0.25
P0516,WellBeing Books #516,Books,WellBeing,17.14,3.5,86,233,50,0,0.53
P0517,ShineOn Music #517,Music,ShineOn,22.21,4.7,125,549,0,0,0.82
P0518,PlayTime Jewelry #518,Jewelry,PlayTime,70.27,5.0,341,386,0,0,2.02
P0519,EcoLiving Books #519,Books,EcoLiving,9.06,2.6,320,262,0,0,2.65
P0520,EcoLiving Toys #520,Toys,EcoLiving,28.38,3.4,438,235,0,0,0.14
P0521,StyleMax Pet Supplies #521,Pet Supplies,StyleMax,29.83,3.8,51,780,0,0,0.2
P0522,WellBeing Toys #522,Toys,WellBeing,26.49,3.5,351,645,0,0,2.04
P0523,WorkSmart Food & Grocery #523,Food & Grocery,WorkSmart,11.45,3.8,106,117,0,0,1.11
P0524,UrbanStyle Pet Supplies #524,Pet Supplies,UrbanStyle,37.18,3.0,171,757,0,0,1.87
P0525,FreshMarket Electronics #525,Electronics,FreshMarket,122.97,4.7,61,884,0,0,0.54
P0526,FitGear Food & Grocery #526,Food & Grocery,FitGear,7.89,3.8,156,254,0,0,0.57
P0527,SoundWave Jewelry #527,Jewelry,SoundWave,67.58,4.2,101,417,0,0,0.48
P0528,PlayTime Office Supplies #528,Office Supplies,PlayTime,18.87,3.6,260,109,0,0,0.07
P0529,AutoParts Office Supplies #529,Office Supplies,AutoParts,14.56,3.2,82,976,0,0,0.33
P0530,FitGear Health #530,Health,FitGear,25.75,3.3,289,721,0,0,0.34
P0531,GlowUp Electronics #531,Electronics,GlowUp,314.68,5.0,359,447,15,0,0.4
P0532,NovaTech Jewelry #532,Jewelry,NovaTech,86.36,3.2,199,86,0,0,0.38
P0533,DigiTools Health #533,Health,DigiTools,52.27,3.7,457,16,0,0,0.4
P0534,PlayTime Food & Grocery #534,Food & Grocery,PlayTime,12.03,2.4,64,456,10,0,0.79
P0535,SoundWave Office Supplies #535,Office Supplies,SoundWave,14.01,4.2,483,390,30,0,1.73
P0536,WellBeing Jewelry #536,Jewelry,WellBeing,156.56,4.7,299,430,10,0,0.06
P0537,WorkSmart Toys #537,Toys,WorkSmart,20.43,2.4,195,394,30,0,0.39
P0538,ReadMore Music #538,Music,ReadMore,21.32,3.2,14,951,50,0,0.41
P0539,ClassicCo Clothing #539,Clothing,ClassicCo,64.98,3.4,429,358,0,0,0.22
P0540,TechPro Books #540,Books,TechPro,13.65,3.5,471,411,25,0,3.03
P0541,HomeEssentials Music #541,Music,HomeEssentials,15.86,4.2,45,752,30,0,0.33
P0542,AutoParts Pet Supplies #542,Pet Supplies,AutoParts,16.89,3.8,132,349,0,0,1.51
P0543,WellBeing Music #543,Music,WellBeing,18.96,3.8,284,585,0,0,0.45
P0544,PetLife Home & Garden #544,Home & Garden,PetLife,40.89,2.7,167,731,0,0,3.54
P0545,UrbanStyle Software #545,Software,UrbanStyle,43.51,3.8,302,905,20,0,0.43
P0546,PureBrand Sports #546,Sports,PureBrand,41.75,4.6,294,31,0,0,0.4
P0547,DigiTools Automotive #547,Automotive,DigiTools,60.14,4.1,205,625,0,0,0.83
P0548,PureBrand Clothing #548,Clothing,PureBrand,51.28,2.4,364,530,0,0,4.47
P0549,WellBeing Electronics #549,Electronics,WellBeing,353.24,5.0,11,584,10,0,1.63
P0550,ClassicCo Beauty #550,Beauty,ClassicCo,44.18,4.9,315,983,0,0,0.51
P0551,StyleMax Automotive #551,Automotive,StyleMax,30.22,4.3,165,271,0,0,1.19
P0552,PetLife Sports #552,Sports,PetLife,50.92,4.7,110,820,30,0,0.56
P0553,TechPro Jewelry #553,Jewelry,TechPro,272.31,4.4,2,661,0,0,4.39
P0554,EcoLiving Books #554,Books,EcoLiving,15.67,4.3,14,416,0,0,2.17
P0555,SoundWave Software #555,Software,SoundWave,42.29,3.3,404,701,5,0,0.96
P0556,WorkSmart Pet Supplies #556,Pet Supplies,WorkSmart,47.28,4.4,420,781,0,0,1.2
P0557,WorkSmart Office Supplies #557,Office Supplies,WorkSmart,19.71,2.0,499,44,0,0,0.53
P0558,PureBrand Beauty #558,Beauty,PureBrand,53.77,3.9,437,552,50,0,1.0
P0559,WorkSmart Beauty #559,Beauty,WorkSmart,27.54,4.5,103,51,0,0,1.78
P0560,PureBrand Clothing #560,Clothing,PureBrand,55.3,5.0,103,29,15,1,2.42
P0561,FreshMarket Toys #561,Toys,FreshMarket,18.16,4.1,385,209,0,0,0.65
P0562,NovaTech Home & Garden #562,Home & Garden,NovaTech,98.63,5.0,237,200,0,0,0.12
P0563,ReadMore Office Supplies #563,Office Supplies,ReadMore,19.48,3.8,445,583,0,0,2.0
P0564,HomeEssentials Clothing #564,Clothing,HomeEssentials,47.95,4.3,21,828,0,0,0.53
P0565,PetLife Jewelry #565,Jewelry,PetLife,143.41,4.6,144,635,0,0,2.32
P0566,NovaTech Electronics #566,Electronics,NovaTech,251.42,2.1,101,843,20,0,0.22
P0567,FreshMarket Software #567,Software,FreshMarket,45.86,4.4,324,356,0,0,1.38
P0568,FreshMarket Software #568,Software,FreshMarket,24.94,3.9,367,904,0,0,0.81
P0569,StyleMax Books #569,Books,StyleMax,14.18,4.0,124,244,0,0,0.64
P0570,PetLife Jewelry #570,Jewelry,PetLife,75.19,4.7,414,738,0,0,4.27
P0571,NovaTech Books #571,Books,NovaTech,15.11,3.4,33,164,0,0,0.48
P0572,PlayTime Food & Grocery #572,Food & Grocery,PlayTime,10.79,3.8,4,580,30,0,3.89
P0573,AutoParts Jewelry #573,Jewelry,AutoParts,168.25,4.1,288,301,0,0,8.78
P0574,PlayTime Books #574,Books,PlayTime,19.59,4.1,475,614,0,0,0.28
P0575,FitGear Toys #575,Toys,FitGear,20.99,2.1,145,453,0,0,0.4
P0576,ReadMore Beauty #576,Beauty,ReadMore,42.41,4.3,293,111,0,0,0.85
P0577,DigiTools Sports #577,Sports,DigiTools,102.61,4.6,431,599,0,0,0.8
P0578,WellBeing Toys #578,Toys,WellBeing,18.17,2.8,50,744,0,0,3.02
P0579,UrbanStyle Clothing #579,Clothing,UrbanStyle,40.12,3.2,479,870,20,0,3.01
P0580,FitGear Food & Grocery #580,Food & Grocery,FitGear,8.55,4.7,310,911,20,0,0.61
P0581,GlowUp Home & Garden #581,Home & Garden,GlowUp,72.03,3.2,88,634,0,0,0.46
