review_id,customer_id,product_id,review_date,rating,review_text,helpful_votes,verified_purchase
R10564,C01824,P0432,2023-06-20,3,"Average quality, meets expectations.",29,1
R24072,C08796,P0361,2023-06-20,3,Fine for basic use.,3,1
R11423,C01302,P0188,2023-06-20,5,Love it! Exactly what I needed.,19,1
R09338,C05447,P0158,2023-06-20,4,"Excellent quality, fast shipping.",39,0
R01590,C03402,P0130,2023-06-20,2,Disappointed with the quality.,37,1
R01683,C00391,P0104,2023-06-20,5,Perfect. Will buy again.,2,0
R23422,C04232,P0057,2023-06-20,5,Perfect. Will buy again.,38,0
R01195,C02620,P0824,2023-06-20,2,Disappointed with the quality.,13,1
R09476,C05925,P0686,2023-06-20,2,Terrible experience. Avoid.,24,1
R05159,C06497,P0939,2023-06-20,4,"Excellent quality, fast shipping.",48,0
R18545,C00960,P0774,2023-06-20,2,Disappointed with the quality.,34,1
R07035,C01762,P0989,2023-06-20,2,Would not recommend. Poor value.,20,1
R17971,C03596,P0927,2023-06-20,1,Would not recommend. Poor value.,41,1
R23892,C09318,P0032,2023-06-20,2,Broke after a week of use.,18,1
R04408,C08600,P0176,2023-06-20,4,"Excellent quality, fast shipping.",45,1
R21926,C07780,P0803,2023-06-20,2,Terrible experience. Avoid.,12,1
R14839,C02506,P0410,2023-06-20,1,Terrible experience. Avoid.,45,1
R10012,C04057,P0961,2023-06-20,4,Love it! Exactly what I needed.,38,1
R18275,C09853,P0514,2023-06-20,5,Perfect. Will buy again.,28,1
R03188,C06144,P0784,2023-06-20,4,"Excellent quality, fast shipping.",22,1
R17436,C03196,P0859,2023-06-20,4,Amazing value for the price.,11,0
R12934,C06300,P0815,2023-06-20,3,"Average quality, meets expectations.",42,1
R13667,C00194,P0658,2023-06-20,2,Would not recommend. Poor value.,1,1
R09567,C00506,P0270,2023-06-21,2,Broke after a week of use.,28,1
R15929,C00392,P0965,2023-06-21,3,Decent product for the price.,43,1
R17179,C02413,P0117,2023-06-21,5,Love it! Exactly what I needed.,20,0
R13795,C05160,P0147,2023-06-21,4,Amazing value for the price.,37,1
R09611,C02928,P0016,2023-06-21,2,Would not recommend. Poor value.,49,1
R21259,C09928,P0132,2023-06-21,2,Would not recommend. Poor value.,9,0
R10593,C00812,P0394,2023-06-21,4,"Excellent quality, fast shipping.",26,1
R06703,C03835,P0216,2023-06-21,2,Would not recommend. Poor value.,18,1
R16821,C07262,P0960,2023-06-21,5,Amazing value for the price.,9,1
R17684,C05457,P0962,2023-06-21,4,"Excellent quality, fast shipping.",30,1
R07967,C03343,P0935,2023-06-21,3,"Average quality, meets expectations.",5,0
R09735,C06170,P0419,2023-06-21,4,Great product! Highly recommend.,45,1
R06823,C06556,P0365,2023-06-21,1,Not as described. Returning it.,48,1
R12543,C00801,P0140,2023-06-21,2,Would not recommend. Poor value.,34,1
R24813,C01289,P0099,2023-06-21,4,Amazing value for the price.,36,1
R10968,C05305,P0447,2023-06-21,4,Love it! Exactly what I needed.,17,1
R11530,C09591,P0450,2023-06-21,5,Amazing value for the price.,46,1
R20233,C00087,P0360,2023-06-21,4,Amazing value for the price.,34,1
R17231,C07366,P0682,2023-06-21,1,Terrible experience. Avoid.,43,1
R14731,C08075,P0016,2023-06-21,4,Great product! Highly recommend.,47,0
R14504,C08292,P0416,2023-06-21,3,Decent product for the price.,4,1
R09328,C08232,P0879,2023-06-21,5,Perfect. Will buy again.,45,0
R04948,C09233,P0624,2023-06-21,4,Great product! Highly recommend.,22,1
R18248,C04197,P0574,2023-06-21,3,Fine for basic use.,30,1
R19296,C07506,P0010,2023-06-21,4,Amazing value for the price.,33,1
R16093,C06836,P0192,2023-06-21,4,Perfect. Will buy again.,45,1
R23179,C04021,P0609,2023-06-21,2,Would not recommend. Poor value.,22,1
R18743,C01154,P0091,2023-06-21,4,Perfect. Will buy again.,26,1
R11443,C08133,P0999,2023-06-21,3,"Average quality, meets expectations.",43,1
R00186,C07116,P0948,2023-06-21,1,Terrible experience. Avoid.,36,0
R19207,C05847,P0427,2023-06-22,3,"Not bad, not great.",6,0
R22118,C07605,P0950,2023-06-22,3,Fine for basic use.,3,1
R19499,C04384,P0724,2023-06-22,5,Great product! Highly recommend.,11,0
R09901,C09539,P0373,2023-06-22,4,Love it! Exactly what I needed.,2,1
R16337,C07822,P0006,2023-06-22,2,Not as described. Returning it.,34,1
R10941,C02293,P0630,2023-06-22,4,"Excellent quality, fast shipping.",41,1
R07807,C01482,P0671,2023-06-22,5,Love it! Exactly what I needed.,14,1
R04048,C06485,P0618,2023-06-22,3,"It is okay, nothing special.",48,1
R09445,C04121,P0357,2023-06-22,4,Amazing value for the price.,17,1
R00033,C03493,P0996,2023-06-22,3,Fine for basic use.,33,1
R02080,C04153,P0956,2023-06-22,2,Not as described. Returning it.,40,1
R01348,C02418,P0651,2023-06-22,3,Fine for basic use.,6,0
R04841,C04096,P0501,2023-06-22,3,"It is okay, nothing special.",42,1
R08177,C02090,P0807,2023-06-22,2,Broke after a week of use.,24,1
R03559,C02732,P0774,2023-06-22,2,Not as described. Returning it.,45,1
R16640,C08995,P0582,2023-06-22,4,Amazing value for the price.,10,0
R22551,C00227,P0177,2023-06-22,4,"Excellent quality, fast shipping.",31,1
R06889,C02522,P0935,2023-06-22,2,Disappointed with the quality.,3,1
R22902,C05555,P0352,2023-06-22,4,Great product! Highly recommend.,47,0
R13845,C03938,P0903,2023-06-22,3,"Average quality, meets expectations.",18,1
R02045,C03367,P0630,2023-06-22,3,Fine for basic use.,10,1
R15349,C09959,P0156,2023-06-22,4,Love it! Exactly what I needed.,8,1
R18699,C03641,P0417,2023-06-22,4,Perfect. Will buy again.,42,1
R04995,C06406,P0754,2023-06-22,3,"Average quality, meets expectations.",29,1
R12715,C08419,P0571,2023-06-22,4,Love it! Exactly what I needed.,47,1
R13031,C05880,P0879,2023-06-22,3,"Not bad, not great.",2,1
R23241,C00131,P0438,2023-06-22,5,"Excellent quality, fast shipping.",5,1
R06890,C07076,P0753,2023-06-22,5,Amazing value for the price.,17,1
R21025,C02800,P0487,2023-06-22,5,"Excellent quality, fast shipping.",11,1
R07004,C03643,P0813,2023-06-22,3,"Average quality, meets expectations.",27,1
R00641,C08133,P0111,2023-06-22,4,Love it! Exactly what I needed.,46,1
R07724,C05914,P0257,2023-06-22,5,"Excellent quality, fast shipping.",8,0
R00325,C09815,P0673,2023-06-22,2,Broke after a week of use.,44,1
R22506,C03831,P0129,2023-06-22,5,Perfect. Will buy again.,28,1
R05728,C06683,P0491,2023-06-22,5,Perfect. Will buy again.,3,1
R03353,C04498,P0010,2023-06-22,4,Great product! Highly recommend.,25,1
R02536,C08052,P0824,2023-06-22,2,Broke after a week of use.,29,1
R18363,C07416,P0185,2023-06-22,5,Great product! Highly recommend.,33,1
R22344,C01490,P0672,2023-06-22,3,Fine for basic use.,36,1
R08259,C07551,P0622,2023-06-22,2,Broke after a week of use.,44,0
R09795,C02200,P0064,2023-06-22,4,"Excellent quality, fast shipping.",24,1
R03844,C03965,P0611,2023-06-23,3,Fine for basic use.,18,1
R12572,C00606,P0390,2023-06-23,2,Disappointed with the quality.,49,1
R21229,C03470,P0614,2023-06-23,5,Great product! Highly recommend.,30,0
R09499,C09417,P0031,2023-06-23,5,Amazing value for the price.,13,0
R04927,C00335,P0692,2023-06-23,3,"It is okay, nothing special.",32,0
R15636,C00453,P0420,2023-06-23,3,"It is okay, nothing special.",5,1
R02816,C00592,P0063,2023-06-23,3,Decent product for the price.,12,1
R24344,C04285,P0586,2023-06-23,5,Great product! Highly recommend.,26,1
R16708,C00332,P0284,2023-06-23,2,Would not recommend. Poor value.,38,1
R16375,C09064,P0779,2023-06-23,2,Broke after a week of use.,40,1
R04270,C03451,P0890,2023-06-23,3,Decent product for the price.,23,1
R03861,C08410,P0480,2023-06-23,3,Decent product for the price.,5,0
R10854,C04105,P0276,2023-06-23,4,Love it! Exactly what I needed.,33,0
R13902,C08195,P0451,2023-06-23,4,Amazing value for the price.,41,1
R19508,C04157,P0449,2023-06-23,4,Great product! Highly recommend.,48,1
R01128,C00962,P0563,2023-06-23,3,"Not bad, not great.",21,0
R18280,C06570,P0646,2023-06-23,4,Perfect. Will buy again.,48,1
R02240,C02801,P0451,2023-06-23,5,Perfect. Will buy again.,23,1
R21339,C08556,P0699,2023-06-23,4,"Excellent quality, fast shipping.",22,1
R11311,C02043,P0688,2023-06-23,5,Amazing value for the price.,9,1
R11295,C04656,P0855,2023-06-23,3,"Average quality, meets expectations.",48,1
R21331,C09890,P0363,2023-06-23,4,Perfect. Will buy again.,27,1
R09200,C01041,P0458,2023-06-23,5,Amazing value for the price.,3,1
R03513,C05475,P0462,2023-06-23,4,Great product! Highly recommend.,36,0
R21501,C01257,P0452,2023-06-23,3,Decent product for the price.,39,0
R12770,C04714,P0043,2023-06-23,5,Amazing value for the price.,28,0
R23620,C06857,P0683,2023-06-23,4,Love it! Exactly what I needed.,25,1
R08930,C05821,P0686,2023-06-23,3,"Not bad, not great.",47,1
R07448,C01785,P0905,2023-06-23,4,Great product! Highly recommend.,30,1
R07430,C02669,P0087,2023-06-23,4,Perfect. Will buy again.,30,1
R11035,C09782,P0860,2023-06-23,4,Amazing value for the price.,13,1
R24708,C09077,P0490,2023-06-23,5,"Excellent quality, fast shipping.",10,1
R20748,C02444,P0212,2023-06-23,4,"Excellent quality, fast shipping.",34,1
R18786,C06560,P0365,2023-06-24,1,Not as described. Returning it.,12,1
R14465,C05168,P0567,2023-06-24,4,Love it! Exactly what I needed.,49,0
R05732,C03388,P0605,2023-06-24,4,Love it! Exactly what I needed.,29,1
R23653,C02703,P0089,2023-06-24,2,Disappointed with the quality.,19,1
R19359,C07112,P0874,2023-06-24,5,"Excellent quality, fast shipping.",4,1
R13738,C03682,P0140,2023-06-24,2,Not as described. Returning it.,32,1
R19068,C06378,P0932,2023-06-24,3,Decent product for the price.,31,1
R05470,C03811,P0106,2023-06-24,3,Fine for basic use.,32,0
R13932,C05286,P0821,2023-06-24,4,Perfect. Will buy again.,26,1
R16686,C09807,P0161,2023-06-24,1,Would not recommend. Poor value.,39,1
R10802,C09590,P0595,2023-06-24,4,Amazing value for the price.,44,1
R23347,C05605,P0429,2023-06-24,5,Amazing value for the price.,48,1
R13280,C08132,P0293,2023-06-24,3,Decent product for the price.,37,1
R08868,C09999,P0806,2023-06-24,3,Fine for basic use.,38,1
R11788,C09109,P0842,2023-06-24,4,"Excellent quality, fast shipping.",28,1
R02092,C05174,P0915,2023-06-24,3,Decent product for the price.,0,0
R02004,C04094,P0060,2023-06-24,3,"Not bad, not great.",46,1
R01197,C00028,P0764,2023-06-24,5,Love it! Exactly what I needed.,33,1
R21046,C06120,P0191,2023-06-24,3,Decent product for the price.,30,1
R11118,C00999,P0328,2023-06-24,3,Decent product for the price.,32,0
R00021,C04606,P0373,2023-06-24,3,"Not bad, not great.",7,0
R22779,C02717,P0403,2023-06-24,5,Perfect. Will buy again.,35,1
R12428,C07979,P0558,2023-06-24,2,Disappointed with the quality.,14,0
R09462,C04273,P0479,2023-06-24,4,Love it! Exactly what I needed.,4,0
R13476,C08910,P0270,2023-06-24,2,Terrible experience. Avoid.,48,1
R14042,C05027,P0296,2023-06-24,1,Disappointed with the quality.,48,1
R09424,C07982,P0455,2023-06-24,5,Love it! Exactly what I needed.,23,0
R10365,C09441,P0154,2023-06-24,5,Great product! Highly recommend.,16,1
R18101,C00865,P0253,2023-06-24,3,Decent product for the price.,8,1
R03975,C04637,P0109,2023-06-24,3,"Not bad, not great.",18,1
R23386,C02834,P0691,2023-06-24,1,Not as described. Returning it.,28,1
R14955,C08397,P0290,2023-06-24,1,Disappointed with the quality.,41,1
R12597,C05626,P0807,2023-06-24,2,Disappointed with the quality.,18,1
R11560,C06594,P0605,2023-06-24,4,Amazing value for the price.,39,1
R15979,C05847,P0773,2023-06-24,3,"It is okay, nothing special.",3,0
R10718,C03557,P0942,2023-06-24,4,Amazing value for the price.,28,1
R24838,C00222,P0816,2023-06-24,2,Would not recommend. Poor value.,45,0
R09774,C04553,P0101,2023-06-24,4,"Excellent quality, fast shipping.",23,0
R01083,C05522,P0363,2023-06-25,3,Decent product for the price.,26,1
R05855,C04718,P0145,2023-06-25,3,"Not bad, not great.",20,1
R13245,C02931,P0110,2023-06-25,5,"Excellent quality, fast shipping.",31,1
R13114,C01523,P0991,2023-06-25,4,Love it! Exactly what I needed.,8,0
R22038,C01373,P0008,2023-06-25,4,Great product! Highly recommend.,0,0
R02392,C05412,P0615,2023-06-25,3,Decent product for the price.,21,1
R03997,C05816,P0315,2023-06-25,2,Would not recommend. Poor value.,0,1
R02704,C03383,P0547,2023-06-25,3,Fine for basic use.,6,1
R13518,C03424,P0304,2023-06-25,4,Perfect. Will buy again.,15,0
R05956,C08945,P0935,2023-06-25,3,"Not bad, not great.",18,1
R03697,C03371,P0898,2023-06-25,2,Terrible experience. Avoid.,33,1
R09864,C02974,P0672,2023-06-25,1,Not as described. Returning it.,2,1
R18552,C04278,P0518,2023-06-25,4,Perfect. Will buy again.,42,1
R24576,C02418,P0300,2023-06-25,4,Amazing value for the price.,2,1
R21371,C02215,P0143,2023-06-25,4,Love it! Exactly what I needed.,27,1
R23758,C06231,P0441,2023-06-25,3,"It is okay, nothing special.",6,1
R09249,C08077,P0531,2023-06-25,5,Great product! Highly recommend.,24,0
R00025,C04961,P0443,2023-06-25,2,Not as described. Returning it.,32,1
R17569,C05284,P0516,2023-06-25,3,"Average quality, meets expectations.",40,1
R01141,C07431,P0804,2023-06-25,5,Great product! Highly recommend.,0,1
R20892,C08151,P0479,2023-06-25,5,Great product! Highly recommend.,31,1
R21146,C07584,P0190,2023-06-25,4,Love it! Exactly what I needed.,11,1
R19985,C08221,P0416,2023-06-25,5,Amazing value for the price.,41,1
R23640,C00610,P0453,2023-06-25,3,"Not bad, not great.",33,1
R20524,C02390,P0851,2023-06-25,2,Not as described. Returning it.,43,1
R13173,C06330,P0423,2023-06-25,1,Would not recommend. Poor value.,11,0
R18702,C01058,P0864,2023-06-25,5,Great product! Highly recommend.,3,1
R09149,C03320,P0599,2023-06-25,2,Not as described. Returning it.,9,1
R21906,C08534,P0007,2023-06-25,2,Would not recommend. Poor value.,0,1
R17627,C08133,P0024,2023-06-25,3,Fine for basic use.,39,1
R23114,C07872,P0257,2023-06-25,5,"Excellent quality, fast shipping.",45,0
R14566,C01771,P0352,2023-06-25,4,Perfect. Will buy again.,21,1
R09112,C08627,P0441,2023-06-25,3,"It is okay, nothing special.",1,1
R21617,C02475,P0469,2023-06-25,5,"Excellent quality, fast shipping.",10,0
R20016,C06818,P0609,2023-06-26,3,"Average quality, meets expectations.",7,1
R21578,C06068,P0633,2023-06-26,2,Not as described. Returning it.,10,1
R23985,C06936,P0947,2023-06-26,4,Perfect. Will buy again.,9,1
R06324,C08247,P0449,2023-06-26,4,Amazing value for the price.,12,1
R12368,C08213,P0608,2023-06-26,4,"Excellent quality, fast shipping.",1,0
R15931,C02775,P0287,2023-06-26,3,Decent product for the price.,5,1
R17638,C07501,P0242,2023-06-26,4,Great product! Highly recommend.,40,1
R18775,C01024,P0597,2023-06-26,3,Fine for basic use.,4,1
R14368,C02509,P0287,2023-06-26,3,"Not bad, not great.",2,1
R19023,C05385,P0159,2023-06-26,4,Great product! Highly recommend.,7,1
R23863,C00518,P0180,2023-06-26,5,Amazing value for the price.,30,1
R19164,C00447,P0295,2023-06-26,2,Not as described. Returning it.,33,1
R09111,C08234,P0965,2023-06-26,2,Broke after a week of use.,22,1
R11232,C05884,P0206,2023-06-26,2,Terrible experience. Avoid.,40,1
R11093,C00890,P0604,2023-06-26,5,Great product! Highly recommend.,12,0
R21951,C02696,P0055,2023-06-26,4,Amazing value for the price.,2,1
R00458,C06879,P0296,2023-06-26,2,Terrible experience. Avoid.,41,1
R06881,C00810,P0905,2023-06-26,5,Amazing value for the price.,49,1
R19317,C04760,P0528,2023-06-26,3,Fine for basic use.,30,0
R18610,C06143,P0474,2023-06-26,4,Perfect. Will buy again.,18,0
R10442,C08707,P0744,2023-06-26,1,Broke after a week of use.,19,1
R06200,C05882,P0439,2023-06-26,2,Not as described. Returning it.,35,1
R11182,C02373,P0809,2023-06-26,2,Terrible experience. Avoid.,34,0
R08348,C02059,P0818,2023-06-26,3,"Not bad, not great.",20,1
R16235,C04474,P0728,2023-06-26,2,Disappointed with the quality.,5,1
R07315,C02489,P0629,2023-06-26,4,"Excellent quality, fast shipping.",10,1
R06043,C01103,P0469,2023-06-26,5,Perfect. Will buy again.,12,1
R24806,C01179,P0801,2023-06-26,2,Broke after a week of use.,6,1
R00046,C04495,P0326,2023-06-26,4,"Excellent quality, fast shipping.",30,1
R04682,C04069,P0734,2023-06-26,5,Amazing value for the price.,24,1
R01338,C06816,P0012,2023-06-26,2,Disappointed with the quality.,4,0
R05657,C08783,P0923,2023-06-26,3,"Average quality, meets expectations.",39,1
R16888,C02745,P0044,2023-06-26,3,Fine for basic use.,47,1
R22596,C09087,P0526,2023-06-26,2,Not as described. Returning it.,44,1
R13322,C05620,P0823,2023-06-27,5,Great product! Highly recommend.,38,1
R20790,C07657,P0022,2023-06-27,3,"Not bad, not great.",42,1
R00269,C05518,P0287,2023-06-27,4,Perfect. Will buy again.,44,1
R04877,C05718,P0586,2023-06-27,5,Amazing value for the price.,24,0
R22297,C06917,P0484,2023-06-27,4,Great product! Highly recommend.,45,0
R07559,C06244,P0886,2023-06-27,3,Fine for basic use.,26,1
R09164,C09267,P0167,2023-06-27,4,Great product! Highly recommend.,11,1
R11942,C08230,P0271,2023-06-27,3,Decent product for the price.,20,1
R02518,C05861,P0512,2023-06-27,5,Perfect. Will buy again.,6,0
R10445,C09802,P0158,2023-06-27,3,"Average quality, meets expectations.",21,1
R10286,C09823,P0330,2023-06-27,4,Perfect. Will buy again.,18,1
R17951,C08652,P0635,2023-06-27,3,"It is okay, nothing special.",45,1
R03496,C01805,P0401,2023-06-27,4,Love it! Exactly what I needed.,7,1
R10069,C06721,P0516,2023-06-27,3,"It is okay, nothing special.",27,1
R16731,C07554,P0770,2023-06-27,3,"Average quality, meets expectations.",49,0
R23785,C09860,P0610,2023-06-27,4,Love it! Exactly what I needed.,15,0
R15279,C03949,P0332,2023-06-27,4,Amazing value for the price.,38,0
R09333,C02753,P0198,2023-06-27,2,Terrible experience. Avoid.,1,1
R05578,C01577,P0868,2023-06-27,5,Amazing value for the price.,24,1
R10484,C01076,P0367,2023-06-27,4,Love it! Exactly what I needed.,41,1
R19725,C00860,P0233,2023-06-27,4,Amazing value for the price.,18,0
R13189,C00018,P0368,2023-06-27,4,Love it! Exactly what I needed.,13,0
R09976,C05863,P0423,2023-06-27,3,"It is okay, nothing special.",7,1
R00753,C07474,P0646,2023-06-27,3,Fine for basic use.,38,1
R14436,C04953,P0244,2023-06-27,3,"Not bad, not great.",5,1
R07234,C05128,P0337,2023-06-27,2,Not as described. Returning it.,37,1
R22217,C03708,P0671,2023-06-27,5,"Excellent quality, fast shipping.",27,1
R14815,C09037,P0321,2023-06-27,4,Perfect. Will buy again.,39,1
R15578,C09173,P0434,2023-06-27,3,"Average quality, meets expectations.",19,1
R23100,C05566,P0235,2023-06-27,4,Love it! Exactly what I needed.,31,0
R22088,C00071,P0326,2023-06-27,5,Great product! Highly recommend.,21,1
R05299,C09033,P0912,2023-06-27,1,Terrible experience. Avoid.,8,1
R19813,C03101,P0082,2023-06-27,4,Love it! Exactly what I needed.,11,1
R11063,C02891,P0995,2023-06-27,4,Amazing value for the price.,24,1
R10146,C03776,P0213,2023-06-27,2,Not as described. Returning it.,9,1
R05330,C05071,P0723,2023-06-27,4,Love it! Exactly what I needed.,45,0
R24584,C05032,P0065,2023-06-27,3,"Average quality, meets expectations.",21,1
R02936,C03608,P0856,2023-06-27,4,Amazing value for the price.,33,1
R17311,C03219,P0555,2023-06-27,3,Decent product for the price.,23,0
R13277,C04219,P0822,2023-06-27,3,"Not bad, not great.",47,0
R12519,C05147,P0310,2023-06-27,4,Amazing value for the price.,28,1
R05209,C07614,P0952,2023-06-27,2,Terrible experience. Avoid.,49,0
R05601,C05780,P0212,2023-06-28,4,Great product! Highly recommend.,41,0
R19649,C06264,P0187,2023-06-28,4,Amazing value for the price.,28,1
R18599,C04675,P0689,2023-06-28,3,"It is okay, nothing special.",37,1
R15434,C04094,P0550,2023-06-28,5,"Excellent quality, fast shipping.",41,1
R23323,C01466,P0278,2023-06-28,4,Amazing value for the price.,3,1
R19290,C06789,P0293,2023-06-28,2,Terrible experience. Avoid.,14,1
R19808,C09872,P0956,2023-06-28,3,Decent product for the price.,6,1
R23074,C05830,P0890,2023-06-28,3,Fine for basic use.,19,1
R10824,C02503,P0389,2023-06-28,1,Would not recommend. Poor value.,27,1
R19858,C00668,P0194,2023-06-28,1,Broke after a week of use.,22,1
R24501,C03332,P0074,2023-06-28,2,Terrible experience. Avoid.,25,1
R08132,C02839,P0579,2023-06-28,3,"Average quality, meets expectations.",6,0
R13937,C01234,P0782,2023-06-28,2,Disappointed with the quality.,1,1
R18012,C08699,P0682,2023-06-28,2,Disappointed with the quality.,18,0
R22232,C08478,P0612,2023-06-28,4,Great product! Highly recommend.,32,1
R01780,C03211,P0965,2023-06-28,4,Perfect. Will buy again.,45,0
R24066,C00540,P0039,2023-06-28,3,Decent product for the price.,32,0
R21218,C07329,P0034,2023-06-28,4,Love it! Exactly what I needed.,6,1
R20448,C09707,P0536,2023-06-28,4,Perfect. Will buy again.,10,1
R05785,C02651,P0974,2023-06-28,3,"It is okay, nothing special.",31,1
R09362,C00218,P0134,2023-06-28,4,Perfect. Will buy again.,36,1
R12101,C06314,P0708,2023-06-28,4,Great product! Highly recommend.,43,1
R11873,C08439,P0368,2023-06-28,4,Perfect. Will buy again.,8,1
R03980,C02635,P0577,2023-06-28,3,Fine for basic use.,35,1
R17472,C02650,P0111,2023-06-28,5,Great product! Highly recommend.,6,1
R07194,C07129,P0883,2023-06-29,5,Perfect. Will buy again.,41,1
R03239,C01502,P0012,2023-06-29,2,Broke after a week of use.,48,0
R06827,C08007,P0613,2023-06-29,4,Great product! Highly recommend.,19,1
R21329,C05341,P0753,2023-06-29,4,Amazing value for the price.,15,1
R17107,C01801,P0444,2023-06-29,2,Would not recommend. Poor value.,25,1
R01112,C06438,P0209,2023-06-29,3,Fine for basic use.,10,1
R08912,C03182,P0052,2023-06-29,3,Fine for basic use.,40,1
R10716,C09046,P0071,2023-06-29,3,"It is okay, nothing special.",2,0
R19274,C07037,P0483,2023-06-29,2,Disappointed with the quality.,34,0
R16473,C08079,P0729,2023-06-29,2,Disappointed with the quality.,35,1
R09351,C07233,P0563,2023-06-29,4,Perfect. Will buy again.,43,0
R22689,C01467,P0337,2023-06-29,1,Would not recommend. Poor value.,19,1
R24569,C06498,P0258,2023-06-29,3,Decent product for the price.,18,1
R22731,C07858,P0617,2023-06-29,3,"Average quality, meets expectations.",43,1
R11680,C04859,P0566,2023-06-29,2,Broke after a week of use.,14,1
R19931,C01220,P0758,2023-06-29,5,"Excellent quality, fast shipping.",42,1
R23960,C05794,P0331,2023-06-29,4,Great product! Highly recommend.,21,0
R07841,C01217,P0129,2023-06-29,5,"Excellent quality, fast shipping.",35,1
R11480,C01758,P0848,2023-06-29,2,Terrible experience. Avoid.,14,1
R00335,C00669,P0760,2023-06-29,2,Broke after a week of use.,40,1
R03493,C00512,P0870,2023-06-29,2,Terrible experience. Avoid.,2,1
R13739,C09291,P0674,2023-06-29,3,"Not bad, not great.",24,1
R09436,C06990,P0600,2023-06-29,3,"Not bad, not great.",10,1
R21548,C09188,P0005,2023-06-29,2,Broke after a week of use.,10,1
R19621,C05819,P0870,2023-06-29,4,Great product! Highly recommend.,17,1
R05800,C02924,P0513,2023-06-29,4,Great product! Highly recommend.,6,1
R19448,C08346,P0354,2023-06-29,4,"Excellent quality, fast shipping.",33,1
R16877,C04167,P0677,2023-06-29,2,Not as described. Returning it.,36,1
R14517,C05808,P0474,2023-06-29,3,"Average quality, meets expectations.",37,1
R20335,C01701,P0297,2023-06-29,2,Not as described. Returning it.,42,1
R04273,C07926,P0819,2023-06-29,1,Broke after a week of use.,20,1
R06649,C04838,P0146,2023-06-29,4,Amazing value for the price.,7,1
R08371,C02238,P0353,2023-06-29,2,Broke after a week of use.,23,1
R24327,C00061,P0094,2023-06-29,4,"Excellent quality, fast shipping.",10,1
R22166,C05241,P0113,2023-06-29,4,Great product! Highly recommend.,30,1
R12941,C02143,P0569,2023-06-29,4,Amazing value for the price.,5,1
R19155,C08171,P0722,2023-06-30,4,Great product! Highly recommend.,28,1
R24577,C08711,P0633,2023-06-30,5,"Excellent quality, fast shipping.",21,0
R13391,C04580,P0239,2023-06-30,3,"It is okay, nothing special.",47,0
R15962,C07601,P0597,2023-06-30,4,Perfect. Will buy again.,47,1
R05262,C02148,P0352,2023-06-30,5,"Excellent quality, fast shipping.",27,1
R24923,C08244,P0958,2023-06-30,4,Love it! Exactly what I needed.,46,1
R00344,C07918,P0424,2023-06-30,3,"It is okay, nothing special.",20,1
R07220,C07823,P0640,2023-06-30,4,Perfect. Will buy again.,14,0
R24736,C09138,P0570,2023-06-30,4,"Excellent quality, fast shipping.",7,1
R10240,C00754,P0301,2023-06-30,4,"Excellent quality, fast shipping.",26,1
R09723,C08166,P0073,2023-06-30,4,"Excellent quality, fast shipping.",23,0
R18763,C01133,P0278,2023-06-30,4,"Excellent quality, fast shipping.",14,1
R18622,C02870,P0542,2023-06-30,2,Terrible experience. Avoid.,5,1
R14452,C01471,P0716,2023-06-30,3,"It is okay, nothing special.",44,0
R19016,C04190,P0402,2023-06-30,3,"Not bad, not great.",26,1
R20418,C01997,P0389,2023-06-30,1,Not as described. Returning it.,46,0
R16389,C02341,P0050,2023-06-30,1,Not as described. Returning it.,3,1
R00805,C09646,P0498,2023-06-30,3,"Not bad, not great.",46,1
R23603,C03663,P0753,2023-06-30,4,Perfect. Will buy again.,23,0
R20349,C05286,P0948,2023-06-30,3,Decent product for the price.,41,1
R16170,C05272,P0491,2023-06-30,5,Great product! Highly recommend.,29,0
R07890,C08779,P0016,2023-06-30,4,Great product! Highly recommend.,3,1
R16274,C08656,P0721,2023-06-30,4,Amazing value for the price.,47,0
R09511,C01396,P0269,2023-06-30,3,"Not bad, not great.",41,1
R15511,C06693,P0028,2023-06-30,3,"It is okay, nothing special.",11,1
R11955,C07607,P0775,2023-06-30,3,Decent product for the price.,7,1
R03339,C02839,P0466,2023-06-30,4,Great product! Highly recommend.,26,1
R09472,C07953,P0676,2023-06-30,4,Love it! Exactly what I needed.,29,1
R00922,C07628,P0521,2023-06-30,3,"Average quality, meets expectations.",31,1
R05029,C01904,P0864,2023-06-30,3,"Not bad, not great.",16,1
R14118,C04119,P0729,2023-06-30,4,Great product! Highly recommend.,18,1
R07266,C06274,P0644,2023-06-30,3,Fine for basic use.,11,1
R17416,C05154,P0307,2023-06-30,4,Love it! Exactly what I needed.,39,1
R04999,C03826,P0923,2023-06-30,2,Broke after a week of use.,24,1
R09439,C06039,P0439,2023-07-01,3,Decent product for the price.,30,1
R07422,C07031,P0043,2023-07-01,4,Amazing value for the price.,20,1
R01710,C06600,P0128,2023-07-01,4,Great product! Highly recommend.,25,1
R09690,C07913,P0573,2023-07-01,5,Great product! Highly recommend.,42,0
R14598,C08975,P0199,2023-07-01,3,Decent product for the price.,29,0
R14612,C08826,P0928,2023-07-01,3,Fine for basic use.,29,1
R12974,C07326,P0054,2023-07-01,3,"It is okay, nothing special.",10,1
R24481,C01447,P0891,2023-07-01,2,Would not recommend. Poor value.,18,1
R00582,C04519,P0387,2023-07-01,5,Perfect. Will buy again.,29,1
R02357,C09572,P0403,2023-07-01,4,Love it! Exactly what I needed.,1,1
